,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
XC412934,-413.34436,116.07696,-17.948465,4.4885674,-7.3651757,0.12580886,-7.195889,-7.863423,-9.66724,-9.963589,-11.619302,-1.8460772,-15.703073,-8.768516,-19.503733,-9.125862,-12.2824335,-6.7692733,-11.323929,-9.387137
XC351289,-543.7975,-30.61371,-51.09278,-12.991143,-11.677002,24.30425,14.8521595,13.83526,12.506852,5.822674,-1.0400527,9.376088,-1.4404382,8.458416,0.55846477,4.641062,1.9096109,4.8767242,-0.24716642,4.9881334
XC192011,-460.36035,-18.003073,-28.470724,21.608376,-29.241152,7.4422374,-4.333066,-12.155678,-1.9991243,-4.216972,-10.827153,-3.4170098,-4.9136014,-3.173701,-11.068255,-1.1558055,-11.061227,-2.326198,-6.3578286,-7.0851526
XC413435,-436.24127,62.715923,24.814835,-21.914814,-27.573671,11.07915,-29.137175,8.651757,-23.459461,-1.9337494,-4.815573,-13.229885,3.6156886,-10.860896,-4.118862,-0.32967678,-12.424023,6.374213,-17.00377,7.137176
XC229316,-406.038,1.0298071,-52.68209,43.879658,-15.990845,23.443869,7.7095704,13.69599,11.226049,-2.19139,10.640804,12.529659,-7.027488,6.639975,6.341971,3.2162473,-3.485938,4.0308843,-1.1966044,1.2914431
XC198768,-563.7191,-107.87981,2.397792,39.26349,-27.629702,15.335003,-6.8456697,-3.7549603,6.1605535,-0.6215997,-4.010163,6.5581913,-7.438669,5.709531,-3.4412417,2.0290911,-0.8751058,0.67100453,-1.3807843,1.4745626
XC192054,-492.20715,-21.542776,-55.507786,32.097137,-33.25023,-10.5102,-5.0298905,-10.5476465,-14.4865055,-11.261817,-3.180286,-7.2612844,-9.6813755,0.3449354,-7.24213,-1.5292538,-6.2526727,-1.870799,-2.7218578,3.7275202
XC363445,-383.88876,48.767265,-70.40087,-7.548262,-27.655138,3.0214684,-5.1861973,-14.026801,-13.8121195,-27.87595,-17.850508,-11.209971,-22.821386,-7.309172,-19.317444,-12.639154,-15.934199,-8.794213,-8.680627,-7.2950244
XC444721,-499.08313,-126.43136,-90.40618,2.798682,-13.465632,5.6820817,-9.146011,6.2754188,3.2815092,3.2997699,2.2649162,4.401139,0.27484512,2.7502005,-7.2965,7.188347,-5.9169097,1.9505241,-1.2273659,0.66111875
XC351287,-436.2634,13.058974,-85.860344,-31.484486,-43.27686,-4.810913,-2.6511734,16.468145,19.861311,20.392805,11.769625,10.609559,-0.22320063,3.1813033,-7.4022913,0.8431232,-0.6980435,4.7624936,1.4732105,7.7202635
XC357961,-436.8565,107.01599,11.915444,24.46168,1.1909788,17.502428,-5.869072,-12.129656,-24.665276,-18.433126,-25.785803,-14.85324,-18.486675,-10.316937,-18.293015,-10.207752,-14.678501,-8.795134,-11.58675,-4.586625
XC357024,-372.68503,70.55397,-25.354816,11.129283,-5.6762657,1.9369457,2.4126682,-2.6081944,-1.3804926,6.324771,2.7315836,9.380461,-2.051364,4.614912,-1.4975495,7.2168636,0.46388662,2.026596,-2.5160615,4.6481376
XC192057,-509.34488,-10.024785,-33.014076,19.912567,-23.268635,16.144308,-10.725545,-14.052673,6.845132,-14.946998,-1.4308997,2.9897408,-12.65207,4.6452904,-10.779574,0.3856013,-4.934459,-1.7744145,-3.0749333,-1.228991
XC390105,-276.21872,70.40296,-5.2491956,36.65035,-22.31578,8.491927,-1.494532,-9.38262,-10.638051,-8.416637,-12.35964,-4.3190904,-14.53774,-3.043543,-11.254406,-9.303884,-10.917841,-2.5214698,-12.3677635,-2.457869
XC229315,-351.05783,51.96659,-10.858943,29.51097,-18.000746,43.052773,1.9075286,13.4662,19.963177,3.404561,9.672554,8.746906,1.5571557,10.329894,0.74801207,6.8224835,4.1098843,2.517906,1.464756,3.7094626
XC418267,-324.3567,16.512882,-53.964954,-11.426357,-22.934128,-1.2939633,-8.281485,0.44989347,-2.3874438,-2.6354513,-1.3518693,0.35594708,-3.3697834,-2.1140943,-4.2235622,-0.15841804,-5.6669393,-0.18136029,-4.832928,1.0859201
XC321498,-583.2002,72.13709,12.390096,33.99109,-8.98376,15.496001,10.007843,-0.5394371,-0.4753194,2.1516395,-9.74345,0.90384644,-7.9934206,-4.6174865,-6.796134,-3.9941006,-8.21604,-3.7137132,-8.342034,-6.367032
XC314118,-357.2683,132.56168,11.781145,32.33109,10.621187,23.34271,7.188483,3.6436913,9.062244,-2.224332,-0.8203554,1.9983003,-1.9588546,-2.0023513,-2.7304738,-0.29155764,-3.152077,-2.3852139,-2.1986427,-0.8017234
XC153421,-670.101,-118.32412,-11.438182,-23.958582,5.4682093,14.29142,6.364242,13.503907,-8.790349,-9.053409,-5.5935397,6.696507,-7.3949103,10.036194,4.295936,-4.288278,-2.0182123,-0.41333774,-5.3194337,8.54606
XC252986,-502.74527,55.282814,21.073162,9.316374,2.9165277,8.386331,4.1735992,8.954024,2.2011118,11.14377,1.4578288,9.682889,-0.9310506,6.603206,-0.66372687,5.6259794,-0.44079798,4.25007,-0.880709,3.2540321
XC368284,-460.57535,51.953854,16.86848,11.721599,1.1300861,24.813185,15.031247,5.9255815,14.467137,9.724341,8.235952,7.9741125,8.840704,6.3120255,6.006813,6.0139384,4.345205,6.042455,5.166616,4.709777
XC297484,-600.06354,-73.53127,-25.988651,47.675575,-16.789076,5.4005733,-7.0030766,-4.5687184,10.240056,1.2439654,-7.53878,1.5387231,1.3295755,1.4606137,-2.113481,1.7750409,-2.7736568,2.2032478,-0.6859972,1.1780801
XC246100,-583.12695,81.43522,19.958433,27.22431,-17.920244,6.7688346,-1.3955115,-8.177451,-3.8576221,-4.821312,-7.1491685,-2.0833573,-8.104144,-3.5018916,-7.398617,-5.780023,-6.627646,-4.309145,-8.105866,-4.340431
XC247517,-462.69266,138.38098,12.47251,26.679913,-12.072601,9.155162,8.147021,-3.8014696,-0.36905175,-3.750572,-7.5188084,-2.7630773,-4.3146605,-1.4313155,-0.66782063,-3.024793,-2.3691843,-2.3496816,-2.453686,-0.035805553
XC297486,-619.7623,-28.167894,-2.6288176,22.272251,-20.633013,8.690504,-0.111230806,-1.9021246,0.9224631,0.28410012,-0.76830167,-0.16079192,2.146739,-3.2579136,2.1641178,0.065045714,-1.3766844,1.158615,-0.4034764,0.098552205
XC297485,-624.90704,-38.33086,-10.455347,28.611097,-17.932178,7.3093696,-3.083762,-1.0916497,1.9659951,2.1415343,-3.8623345,0.494751,2.6827917,-2.959719,1.8843597,-0.3079042,-1.2740344,1.6673607,-0.910956,0.21753672
XC181407,-359.26666,101.63393,13.132772,9.965354,-16.878418,-4.417683,-12.743307,-11.685774,-12.192028,-10.121392,-12.0732355,-2.0967746,-6.2188625,1.0426619,-4.6406918,0.09598804,-6.92126,0.039031476,-4.480729,-0.0025331134
XC103419,-700.92206,-175.91768,-129.48308,20.149761,43.771355,45.545048,-11.038533,-27.634136,-21.755547,9.296919,15.18416,13.857989,-8.372406,-9.969813,-8.269641,7.4308014,5.121472,5.399883,-6.063463,-2.1431623
XC418264,-393.8313,-24.392769,-53.81692,-17.99868,-31.092138,-7.728478,-10.812898,-6.645322,-4.554125,-3.7178378,-5.2266545,0.7465735,-4.0850563,-0.04008124,-5.418419,-2.0724094,-5.0707135,-1.9702595,-6.436561,-2.642439
XC475295,-430.33737,-7.854253,-33.521786,8.739095,-20.87269,3.8502073,-4.6138926,-2.741615,0.1493288,-0.2862263,-1.8944442,2.7970648,-1.7203909,1.6846443,-1.5258791,0.028258484,-1.6053658,0.7111539,-4.7721386,2.4566977
XC366792,-585.08344,75.952415,49.794064,37.53259,22.46639,23.039928,18.081501,11.488241,11.806931,9.558251,8.736375,8.1276045,8.019305,6.843494,6.7667513,7.179286,5.201707,5.2488184,5.1997995,4.9472938
XC408008,-445.53256,-31.140867,-61.074593,-17.552147,-30.206657,-0.87259376,2.3316076,7.100069,2.1576364,7.6685443,2.137474,11.3121805,4.6056366,9.394655,1.0186629,6.584704,-2.664142,5.698973,0.5258207,5.673774
XC428177,-286.60733,67.88868,30.90851,40.035812,5.4805117,19.30293,8.541907,7.098824,0.14366303,2.9213529,-2.079774,4.147967,0.75118846,7.731802,0.7374885,4.13485,-1.4342246,2.9954817,-2.0132344,3.6824603
XC125083,-561.88947,10.4560585,-32.194122,-5.7001286,-42.97283,-10.987869,-15.891821,-9.504633,-13.04856,-6.6000924,-10.101309,-3.3444118,-7.4384236,-1.4382957,-5.968839,0.5259717,-5.3889165,0.36913267,-5.4706044,0.4050608
XC125726,-626.9247,-120.2747,-41.63084,10.846046,-15.516232,16.169985,2.1389287,0.18682545,3.240188,1.9992162,-3.9595287,2.2760065,-2.6283007,-0.22272545,-1.994214,3.0221763,-2.5435574,3.4834428,-3.3334887,3.2134433
XC5803,-401.26733,45.12293,10.068069,22.349373,8.790709,25.756895,4.6846704,-0.037165157,13.340685,6.3653736,-2.7216458,6.670276,1.9866465,3.2391157,-4.103837,6.9604907,-5.350927,1.1594373,-3.01078,3.014806
XC135973,-419.72992,84.196365,27.326435,17.953917,-5.5448036,23.450119,12.747157,5.942054,6.6498456,11.838422,2.381275,8.656097,7.833103,7.1766906,4.725591,10.000614,2.1848648,7.1582932,3.2400281,6.203587
XC125085,-614.6924,-30.52067,-55.50774,-5.1401052,-38.234776,-2.503347,-10.867402,-10.8309145,-10.683122,-3.1824582,-11.293513,-3.1141682,-7.3943043,-3.4260342,-6.237048,-0.8939671,-6.689456,0.85104,-4.043003,2.0867
XC153419,-661.4984,-53.7762,-24.152208,29.28755,-14.413463,8.156635,1.511099,-4.6648498,1.6684053,1.255019,-1.5537411,-1.8353553,0.6380707,2.2392292,-0.7748254,1.4726012,-2.9292054,2.7905118,-3.8441606,1.9983943
XC428178,-275.20444,55.85574,25.877558,34.312622,2.7118688,15.615419,5.6417437,8.972699,2.5323296,5.9254484,1.8318202,4.9147573,1.372201,8.854891,0.5231562,5.4832773,-0.38830712,4.041227,-0.9465845,4.735324
XC232943,-401.9662,51.57089,12.488903,22.274996,-5.5428247,10.278942,-1.9078025,-0.27106982,-3.7654247,-0.83919424,-6.743153,-2.4317625,-6.905241,-4.3243184,-6.946915,-3.73597,-7.7249103,-3.5865262,-6.8017654,-3.5978088
XC125082,-581.60114,-15.031715,-45.07633,-8.399495,-49.443237,-9.229622,-16.028803,-13.277142,-10.211336,-4.9469833,-7.1094837,-0.49345714,-6.8829184,0.63324445,-3.3614438,2.2633202,-3.3029857,1.3201962,-2.7906168,2.4362972
XC418279,-359.67,-7.871984,-34.179688,1.7738947,-23.932583,2.2750762,-6.334664,-3.9132311,-1.1726835,-0.31049496,-1.957811,2.5889595,-1.1454234,1.8301517,-1.0066797,1.9352517,-1.8453332,2.7497768,-2.3315146,2.3921893
XC125087,-658.9204,-31.783184,-38.273895,-5.562684,-31.164925,-1.5310066,-12.999579,-7.612917,-6.2115684,-2.7491088,-6.4199877,0.06497033,-4.187379,0.04360899,-2.6324883,1.6651069,-3.8074412,2.6684427,-2.9657276,2.454221
XC153420,-673.36554,-57.517788,9.759973,-12.08318,-9.36828,4.12409,-0.7989082,6.678734,-2.258078,0.316532,1.8978527,3.0740004,-5.4294004,4.5025992,-6.0313435,3.07536,-0.23464385,1.0170054,-2.2811422,1.8572085
XC278094,-135.88773,-38.536648,-110.619545,-53.93409,-54.08009,-23.283993,-31.094423,-14.685978,-20.549355,-10.5257845,-4.873377,-2.2568536,-0.8159346,4.907236,-1.4342896,9.219306,1.7719513,8.63298,2.428017,5.4178796
XC146082,-450.8567,1.8531412,-92.81683,41.68014,9.13729,-39.406876,-25.642721,0.8376507,-23.020956,-12.596883,-13.006262,-10.784142,-6.912477,-7.6741586,-7.2607255,2.9038813,-2.5722508,-3.909001,-0.7277428,1.0752949
XC477831,-399.98868,31.812407,-39.117386,40.942333,7.7041225,-11.888803,-1.8678683,13.74084,2.2736688,0.48571387,3.4464018,7.956483,2.5989234,1.7643569,1.5191725,5.5338593,0.49420142,2.2907693,-0.7501383,5.302106
XC278099,-231.14069,-40.00605,-120.90329,-55.689358,-47.87075,-31.909962,-21.93165,-15.546332,-15.686875,-5.8486853,-5.5129795,4.7729435,2.833376,7.8550615,1.2808851,9.182336,1.9194893,9.787403,1.8145822,8.842715
XC324996,-246.50452,99.47716,-58.808987,15.5173645,-25.93837,-6.147841,-4.703375,-2.0622797,-4.506315,-1.3070474,-3.9892669,1.1872329,-0.085598156,-0.15086499,-1.2863911,2.8057272,-1.0334141,5.4409785,-0.4156799,4.05753
XC187319,-360.18524,23.445374,-29.833158,-14.467599,-26.824955,-27.48732,-24.440414,-13.8935175,-25.620275,-19.16241,-18.079664,-13.897594,-20.508554,-11.519844,-13.299158,-8.306464,-10.62819,-3.8528697,-7.6194787,-2.2082486
XC181417,-494.24762,-45.53956,-61.959072,61.1825,-2.9136202,-17.572607,-15.916324,-0.47548223,-4.562344,-13.000937,-5.610064,-0.0778383,-6.694855,6.07257,-1.1310722,2.05941,0.97379947,2.4497557,1.3284901,3.2242122
XC325266,-581.66656,47.67684,-0.91657215,12.352251,-3.4874473,12.1643305,-0.19379532,6.8302674,0.50054586,9.978388,2.7603686,9.528808,2.2657433,7.518927,1.9608626,6.157427,-1.8306983,8.366097,-4.6134906,6.912922
XC146083,-561.3722,5.5147653,-54.39517,26.927782,1.3178018,-24.484423,-12.352091,-2.1908064,-7.474009,-9.352074,-8.866753,-7.818344,-3.6566308,-0.67187905,-0.33109677,3.1450145,1.4204255,0.3492786,1.0978018,0.33053142
XC283398,-222.41454,22.359674,23.625257,-24.909863,7.9798684,-25.072462,-0.8850659,-6.869948,-7.6164837,5.493871,-3.3262045,0.14264292,3.8448658,-0.23471664,-5.541282,5.115371,-2.1808267,3.7311614,-5.5367455,4.5007286
XC481130,-359.5165,78.92521,12.95409,-3.1175244,-37.067596,-17.681068,-23.623507,-21.88392,-25.67245,-16.991722,-22.349323,-9.130404,-18.275955,-5.92221,-15.1330185,-4.3470135,-12.026766,-2.5367084,-8.404426,-2.029622
XC236807,-501.05914,37.64822,-13.512042,21.810555,-4.487749,-13.420958,-14.974177,2.1347353,-14.229447,-9.811678,-11.422906,-5.362111,-12.327884,-3.8193893,-10.168383,-4.700659,-8.734747,-2.2390642,-7.348309,-2.28021
XC382745,-417.50214,-3.4824324,-51.855316,-2.3190043,-25.186817,-8.107133,-9.206163,-2.1792216,-1.9032124,-0.7960978,-3.5168765,3.8095791,-1.5735517,1.2417945,0.14255552,1.7449355,-4.0308285,2.221703,-1.9782571,0.7597334
XC256761,-486.52335,71.3708,18.357155,25.146875,10.010427,12.180366,6.845547,13.851422,3.8448842,9.974981,3.109825,6.6573386,0.21429056,6.4810543,0.36873356,5.40115,0.63855374,5.699104,-0.50978094,4.4970875
XC217942,-585.45636,56.741882,-49.963726,14.049859,5.8360624,-11.576867,9.9384365,4.1614914,-6.2116694,-2.7193015,0.90732706,-3.0343423,-2.7984884,1.8971518,-1.4925693,-2.2637775,0.3907791,0.4826268,-1.8631866,-1.829725
XC365937,-735.74817,56.69081,-3.9436238,25.274912,6.345311,1.899858,19.222227,10.752392,7.3851185,7.2423344,10.046186,11.7504425,2.6827393,8.678534,5.543043,-1.491731,5.956471,3.121612,0.3687004,5.303385
XC61801,-410.4016,86.51008,-8.4748535,50.257435,-16.214355,5.59269,1.043915,13.788989,-1.9721761,5.562254,3.9864414,4.5501842,2.0353625,6.4160366,0.71599555,4.7055426,1.6509475,3.1488075,0.16095519,5.4565864
XC79767,-440.74362,63.13432,-60.97281,-1.062697,-22.766975,-4.1150565,-1.6475724,1.936819,-2.4953277,-3.226885,0.8166293,-3.4728603,0.7904395,-0.7618055,0.49693534,-1.2535105,1.254975,-0.8587353,1.4909034,2.0785954
XC217940,-558.09503,68.07188,-56.117798,-0.02873432,-5.94407,-11.785453,-5.954608,-1.6281729,-7.6796517,-5.427294,-4.317293,-2.460784,-5.5290465,-1.6056908,-2.6931634,0.1067721,-2.7305095,0.70873684,-2.728035,1.7675655
XC187302,-374.2852,33.884953,-33.593803,-6.0726337,-42.440823,-38.82361,-25.187899,-13.842695,-19.770088,-11.03719,-13.364663,-11.060423,-17.509666,-8.010652,-10.997048,-4.1120696,-7.7735524,-0.37947184,-3.7297323,1.0967723
XC136021,-398.1539,79.459206,-1.5120367,41.687366,15.503908,3.8641205,7.8856535,12.250757,5.451031,0.41100886,1.350583,6.2882953,1.3805052,5.885777,0.41403928,7.9492426,-0.14162585,5.0706925,1.8947207,4.118477
XC181395,-451.49744,-40.84844,-79.186485,77.039085,-20.079838,-17.121435,-23.682224,-5.459499,-9.850922,-11.345286,-9.158696,-8.240702,-3.7984924,0.75054663,-6.9709396,-2.058504,-3.6629784,0.28763402,-1.714226,6.0606236
XC477828,-378.91214,35.356342,-50.823284,20.572659,-4.245053,-12.139469,0.73089725,11.089924,-7.797549,0.32040274,2.5916831,3.1730313,0.32095918,5.090242,0.033940036,4.8144913,-1.1324056,4.0774474,-1.0927795,4.403425
XC175364,-357.28238,31.50019,-33.12445,14.604001,-49.73048,-21.861654,-43.063354,-5.1592083,-26.739325,-28.212507,-8.85332,-22.591507,-9.037358,-13.40007,-14.592419,-0.25027686,-18.125685,2.47094,-9.678584,-3.8582828
XC217936,-497.3498,38.015816,-53.747063,27.56321,-12.815324,5.250886,-4.909362,2.6816044,-5.707165,-1.8879213,5.2815313,-2.744755,0.17679656,-1.3654286,0.7723089,-1.177628,-0.739842,5.092968,0.96608377,2.5398624
XC176993,-463.66727,26.068075,-27.720007,30.390247,4.7752333,-16.49449,-2.4552777,10.366561,-8.896148,-1.2275755,2.090624,-0.42709997,-2.5156472,4.9440007,-3.9093575,2.8443696,0.44787377,2.3957374,-1.3382947,3.4855115
XC368283,-480.70172,77.30008,9.608234,48.865818,13.144654,-7.516931,6.905986,20.318354,5.6105075,6.683335,5.645693,8.226351,-0.2344332,5.9278316,1.8164891,5.6416273,1.1347322,6.622635,0.4144263,6.2981763
XC369981,-383.14896,121.36576,-23.957333,56.043972,-3.9145756,16.870556,8.307654,24.755678,8.557362,2.0877733,11.382019,0.111349314,6.921056,-5.435745,6.1514916,-2.3621337,0.37072536,1.0460863,-1.0386366,0.8180691
XC253929,-601.93054,69.24911,-9.039364,12.698928,-12.436904,9.591632,-4.935263,5.973965,1.1487466,-1.6996607,-3.160902,-2.5869806,-11.908084,-1.5659518,-15.966417,-5.9404964,-13.250847,-7.719233,-9.727843,-7.882638
XC128905,-503.3742,-49.527336,-129.4891,-22.765768,-35.501404,3.986712,7.0465703,25.695044,3.795241,9.266558,1.0629241,0.008668315,-6.405333,3.2797554,-2.0072505,2.6155002,-0.16773416,-0.96041536,-3.1406446,2.5991218
XC361929,-482.65463,20.021667,-26.643303,15.478118,-10.667884,11.745101,-7.977737,-3.382058,-2.0748992,3.95294,-6.477644,0.8203979,-2.2719347,0.95075357,-3.025796,3.1550481,-2.2176733,2.2670205,-3.632835,2.36728
XC71910,-467.94656,41.47806,-1.212677,21.923903,-10.28964,9.218485,2.641176,4.3699794,-2.411213,3.9847972,2.0243964,1.9300373,-1.7818491,9.312175,0.69274163,4.224662,0.59204555,6.005086,-1.0306649,3.77586
XC475184,-389.4715,30.671797,-11.138054,43.183407,-7.8913436,19.014381,5.1594577,8.007165,9.547089,7.3128605,4.511339,6.697839,1.3943176,6.011916,1.2526723,2.2739704,-0.54195726,4.525561,-2.727608,1.9720755
XC94422,-617.9971,-187.71005,-69.682686,83.676384,19.82622,-9.5124855,-46.956947,15.799973,27.814293,3.2162955,-25.904535,-2.965878,16.05353,13.120227,-13.883516,-6.657542,3.4226751,12.943515,-2.8063428,-6.276654
XC72928,-372.6582,7.860531,15.42157,44.70669,-27.784906,28.955624,-17.574896,-0.85895985,-6.205952,-8.9707155,-5.608281,-4.5545616,-8.724309,-0.5717472,-4.5362515,1.3083105,-3.0742948,4.434963,-2.6245525,4.577282
XC254486,-487.33728,112.33091,31.072914,-3.6557155,-2.1799464,23.025692,-4.609646,20.673716,-1.2437563,13.047171,0.19095999,11.127866,1.3852727,4.37377,-0.1688917,2.7035997,-4.704649,5.036104,-7.978033,2.9746056
XC228511,-416.6152,-47.77948,-13.295939,7.304946,-19.955423,44.425987,-6.008054,27.969524,1.1441194,4.7231426,-7.2213564,10.206263,-3.6460433,7.994839,-1.0340451,4.5545793,-0.67494106,4.9626555,-1.2272085,7.1562505
XC228505,-368.5416,-19.600342,-107.74576,10.634994,-33.516365,37.36781,-8.3301935,26.111057,-1.6340095,16.036198,4.029004,12.405613,0.25474548,15.846313,3.27281,17.354986,3.4341695,11.246117,-0.9367511,9.587625
XC416136,-432.91537,-8.263264,-45.88493,15.892682,-29.202925,0.26091638,-7.332871,-17.948921,4.979552,1.2568905,-11.169504,7.344208,0.84146255,3.2945933,1.7932882,1.8107737,1.0144942,3.5279176,-6.3012843,2.381068
XC406978,-344.20502,177.87628,54.440067,14.569831,-15.468391,11.655869,6.207933,0.3903846,-6.5500345,7.2706776,0.36539954,-7.195712,-0.0027678646,-0.3999441,-7.1267815,0.8098179,-8.22225,3.02252,-6.3135815,-4.7171726
XC138144,-540.4824,55.793804,-50.000816,6.7052517,-19.197052,15.261003,13.569416,15.756276,-1.1969053,3.1873395,-4.940296,3.0901597,2.0926247,18.11245,12.36282,15.316173,4.828027,3.40769,1.9393957,5.1565027
XC17806,-353.85635,174.74188,26.60998,11.389201,9.948114,12.97463,4.8018713,13.472499,3.1896775,8.689851,1.9142286,6.7505937,0.4716975,6.409958,-1.3762726,4.8927464,-1.9482237,3.126816,-2.4338593,1.2373275
XC455609,-337.44714,41.448452,-3.980673,32.69592,1.1940173,-4.5872746,-7.877286,-11.460335,-8.326777,-3.7780566,-15.958425,-11.858171,-11.707834,-1.6881498,-9.340414,-1.9087399,-6.112881,-1.9291983,-5.262208,-0.2564163
XC305465,-500.44452,58.754307,-19.116854,1.0470428,7.703374,19.127972,3.5295029,1.6651877,-5.1109,0.5646034,-0.3410096,1.9523801,-3.64591,3.5180013,-3.424885,2.6079109,-1.6685501,8.800245,-0.6548903,4.282594
XC167654,-430.19644,43.079967,20.085867,38.415863,9.679565,22.54648,11.735502,13.6659355,9.028198,16.46629,7.1074004,10.831637,6.6436553,9.264272,6.0535436,7.3833885,4.4295015,8.248945,2.0172544,8.543199
XC361944,-388.0556,48.534428,-29.959991,20.708347,-9.545595,12.983522,1.3918383,-5.999727,0.58282506,4.6381674,-3.5399704,3.2735217,-2.8590503,4.409289,-2.3647866,1.8172807,-0.7970593,1.8706533,-3.1728547,2.224779
XC305466,-472.42627,17.882935,-12.589507,15.739038,11.323262,14.095178,-7.136569,-4.11349,-2.3233325,3.6667624,-4.6749945,-6.4217496,-4.1167326,4.3350296,-2.7179968,-1.1417106,-3.5082006,1.5743461,-4.229512,0.68264157
XC408555,-311.08365,-56.057655,-93.58934,-42.51473,-42.35744,-22.24925,-29.136509,-11.539034,-11.950074,-7.373792,-12.061849,-1.518622,-7.308934,-0.86910075,-3.4249396,3.2659013,-4.2272696,-1.0250311,-2.2681248,4.673013
XC74059,-370.56427,64.98789,-6.863003,19.368557,-2.4836903,14.759172,4.6918654,4.442395,1.4928861,7.0802226,-0.8016438,-0.024153285,-3.7448452,2.7532058,-3.9431884,2.0614424,-3.9177701,1.1252925,-3.65536,-0.56735927
XC119771,-605.3165,-93.24248,-83.328,-23.777655,-34.296783,-8.968449,-10.860661,-7.8062906,-5.667695,2.7384686,-4.4659157,1.018134,-2.9521737,5.1863256,-1.0371704,5.109607,-1.4680883,3.146135,-2.7344294,2.8219106
XC305468,-312.12354,27.219946,-23.095161,3.6478457,-9.039358,9.409372,-0.14815435,-8.605317,-5.074005,1.0534105,-5.8632984,-1.7528853,-3.7862449,2.995144,-3.5352945,0.8035402,-3.5681953,2.135191,-3.5666685,2.3530202
XC138143,-476.525,-20.952684,-82.46244,-10.415932,2.442797,15.582465,-5.1128607,-0.42700613,2.949649,16.656446,9.673787,6.7763762,-7.14108,-3.9382892,-10.314067,1.7279468,0.38812461,5.030372,-0.45283586,4.0476546
XC228504,-458.51443,-75.96504,-107.32916,18.272722,-20.995716,18.024977,1.2996584,14.816115,10.132071,11.245941,-0.028702967,6.265229,0.7208592,7.698812,-0.1570286,6.8937325,1.7918464,6.879448,0.9515373,6.0984015
XC71907,-492.11264,63.713276,15.357224,29.659794,10.8978,22.532803,12.909341,11.058888,9.0442505,13.627868,3.7897463,9.140553,5.866459,10.379857,2.8515127,7.7227764,1.28584,6.347886,-0.29883423,2.6176848
