,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
XC332492,-484.52502,85.441536,32.50233,29.22735,21.046648,18.401947,-5.2179327,10.325908,2.720307,-2.2239358,-14.416246,6.0912747,-0.2538121,-1.9913435,0.9308624,2.731917,-4.3991666,4.887425,-8.79992,9.574811
XC332485,-501.5728,56.096085,10.246489,12.13647,5.555637,7.2838135,-11.051798,5.450948,-2.0053837,-1.4388932,-15.356675,5.070019,-2.5642006,-0.8398188,1.2920685,4.122947,-1.4485371,6.1431456,-5.511007,8.623847
XC332479,-314.5232,78.29922,-0.71212476,21.28123,-3.9232357,-3.3402903,-10.064802,0.80452985,-7.8204694,-0.5957489,-4.2746916,-0.6170833,-1.775825,4.508385,-1.9584984,6.050168,-2.6335936,3.9712749,-0.33734018,3.6324427
XC381172,-450.8646,-12.470047,-41.32864,-2.33019,-32.901993,-8.926655,-10.377557,-19.534088,-5.464617,-3.9036112,-13.791656,4.990571,-7.8503785,-4.460192,2.5672364,-4.231281,-3.943262,5.0679564,-8.073293,3.7519503
XC381171,-353.836,-52.144455,-62.312,-20.07395,-33.038933,-14.228516,-18.506561,-12.914138,-8.071264,-6.4098735,-9.41574,0.062383864,-6.609961,-2.2491105,-3.0004737,-2.819955,-4.118368,0.73081756,-6.6653104,2.1664739
XC332481,-348.58624,66.160805,3.6759384,15.585766,-0.9935927,1.0313518,-6.1878242,1.4464285,-5.9619694,-0.9564712,-6.0425677,0.5217416,-2.0476034,3.3778987,-1.5041357,5.512831,-2.3634055,4.4638815,-0.9435465,5.193915
XC332199,-340.95905,64.544586,-9.668669,12.545533,-1.3838651,-0.061550647,-9.558208,-0.7849845,-8.177018,-3.8003285,-11.844363,-1.6040281,-4.361262,0.85718286,-2.8537474,2.0280902,-5.6851783,2.893739,-3.5412092,3.9007561
XC332198,-352.6823,65.23777,-5.9666424,7.4773602,-0.99656,-0.9181104,-10.9943695,-2.4045167,-8.990165,-4.6440554,-11.746799,-0.9954888,-3.0701272,1.2598234,-2.7301612,2.5062234,-4.056382,3.379349,-2.9997315,4.3158684
XC475262,-376.01996,43.41609,-25.252865,28.614101,-20.010044,5.698648,-0.014808921,15.781768,10.839831,11.554151,14.0512905,1.182778,0.3378947,4.646014,-0.83304745,3.6643755,3.4707336,7.8103027,-3.8172169,6.6908817
XC375743,-223.76054,53.51198,-30.600552,2.2877467,-19.200396,7.829352,-1.1896058,5.467167,0.82960135,6.146476,-1.2420449,2.9154274,0.65124685,1.0183674,-0.17160444,5.3683953,-7.172207,8.725108,-6.891174,5.7319703
XC83072,-488.30597,71.80771,-44.556274,2.8730211,-34.903976,2.6815517,-6.9487042,-4.267434,2.1070776,-5.340342,-0.3803703,-3.617888,1.3273971,-2.3275864,0.8787289,-1.1458299,1.0847687,0.118361905,-0.267151,1.9676573
XC62382,-287.93588,74.86067,30.729166,52.659603,-8.837044,28.09443,10.290036,1.9153895,9.143116,3.650738,-2.420893,9.596404,-4.017232,4.7559757,-0.16605498,1.6676176,-0.38697115,3.5466764,-2.6663034,2.704875
XC418559,-371.50076,50.884754,-31.512531,6.143514,6.53932,18.062445,4.7293777,16.861242,10.975846,10.27184,8.09291,7.4370136,3.1343923,6.175411,1.4041638,3.5860076,-2.074996,1.2148983,-5.3244348,-1.4045624
XC418311,-331.49612,-21.98577,-49.011295,-16.851862,-26.691458,-8.465211,-11.427665,-3.923281,-7.4289837,-4.05815,-5.6965594,-3.1120317,-7.0555043,-3.2095683,-7.130884,-3.5755837,-6.4868445,-1.6897124,-6.0051694,-1.1181172
XC425104,-408.0883,-16.263754,-41.646275,3.82888,-37.125885,-2.0603497,-14.78149,-9.815453,-6.723754,-6.153872,-5.7259817,-3.644562,-4.7630463,-1.5233634,-4.5935035,-1.4416338,-3.5633833,0.54037446,-4.539696,2.3530085
XC315100,-313.57837,118.91903,-13.0113535,37.98409,-6.012922,20.36699,4.534638,3.6643488,0.67357063,7.0506887,-1.1283456,3.3006916,-4.162921,-1.772706,-5.0789156,-0.73683727,-6.6373706,1.724038,-4.7656837,1.2883544
XC333539,-334.84753,-32.04523,-46.96179,14.986919,-19.097483,3.4636323,-1.7221043,-1.273928,-2.519589,3.4641197,-1.7764581,3.7309172,0.81100637,3.813074,-1.8685796,5.6719685,-4.7762218,7.4650702,-4.9104357,6.439207
XC375752,-319.90594,9.921722,-76.21431,-4.610482,-18.52206,1.8464035,-14.163757,-4.828957,-3.8845425,-2.3103373,-5.4829135,-0.51193196,-5.0145326,-0.9153725,-6.310991,0.7395462,-5.176587,-1.0185472,-5.252201,-1.401393
XC418314,-376.2053,19.239552,-40.58996,1.348865,-9.19019,6.4348073,-0.37058207,5.045314,1.5539101,5.307602,2.5752788,7.5165405,3.9430394,4.531542,1.5243604,4.1210623,-1.6069548,3.596117,-3.5085063,1.694205
XC176541,-492.39642,3.151501,-42.049557,-9.396472,-17.87875,-15.67653,-25.039192,-10.081328,-18.582846,-11.375545,-12.552121,-4.7722836,-11.165722,-6.0892267,-8.051023,-3.686966,-7.8336425,-1.7213038,-7.403984,-2.470366
XC141438,-546.2483,-18.294334,-56.292877,-6.032788,-22.126476,-31.791803,-32.29869,-9.631157,-7.612385,-8.471548,-9.59282,-0.110465296,-3.4605613,-0.69013894,-5.6718874,0.4571937,-3.468988,3.400738,-1.8075985,3.1699414
XC475260,-422.3541,-12.22056,-42.569904,4.4769783,-21.45615,-2.5029907,-6.7219706,-1.2269132,-3.172263,-1.4273745,-0.345506,1.2930826,-2.9233468,3.100013,-1.5615577,1.0729864,-2.2731578,2.5966282,-3.7231724,2.5527916
XC326295,-315.42578,47.38917,3.983084,40.145298,-24.607077,7.2568645,-1.7583232,-7.8127365,-5.6388254,-1.1101665,-9.782268,1.307726,-2.5947437,2.9855716,1.5199945,3.648859,-3.5740674,4.130707,-1.4154339,1.7664745
XC418560,-404.20508,29.019615,-25.313696,14.249419,-9.618849,20.751215,10.888807,17.734013,13.91388,6.550914,5.569147,9.226575,3.0371752,6.518955,1.6541189,2.950768,-2.7487402,0.22327386,-5.648949,-1.7870193
XC326299,-396.14282,115.30756,42.440685,54.19771,-0.8236629,9.788247,-0.45248765,-16.036652,-8.299036,-5.365244,-15.855414,-4.527801,-3.2222624,-1.8720789,-5.776224,0.8070721,-10.503115,-1.9335417,-4.20274,-2.8486931
XC478698,-96.54023,95.382675,-31.862583,10.260266,-9.948906,-2.3696716,-14.026319,-0.7834363,-17.312063,-3.917475,-18.079111,-5.4719443,-17.91983,-8.320121,-18.92869,-7.060229,-14.905804,-7.339363,-13.737222,-6.6368556
XC418313,-381.23233,9.310209,-41.901768,2.628613,-18.066525,5.3895497,-1.1817807,0.75874,-0.5803824,2.7030253,1.6247071,5.3137865,2.529143,3.0173926,0.7167802,3.9367397,-1.8434421,3.0792563,-3.9640825,1.3826212
XC328639,-218.21248,116.62887,-81.46387,3.0158846,-34.980946,-6.9722996,-22.281353,-14.794545,-11.046243,-11.028145,-7.142868,-2.8781557,-10.1690855,0.889039,-7.8353605,0.8309161,-4.4840837,0.91198206,-2.181363,1.5884161
XC478699,-243.29193,83.616264,-57.873936,-8.714161,-33.85287,-15.1557455,-24.46573,-17.506218,-22.236956,-14.053871,-21.087456,-12.31552,-17.311962,-9.122604,-13.584331,-7.055474,-12.433067,-5.1970925,-10.376532,-4.8608656
XC103102,-418.3489,109.35775,-1.1686263,23.482298,-27.03965,12.036475,15.978226,10.222009,14.456222,14.37271,14.327477,15.3029375,8.249211,11.804566,5.75216,10.433803,4.687333,12.205446,4.24952,9.332376
XC288247,-382.07425,9.313309,-11.968288,-10.107318,-7.7982416,-15.670374,-16.372353,-15.582747,-21.274696,-10.041621,-20.23806,-4.712902,-20.272615,-4.9300284,-17.785725,-6.8447537,-12.072269,-8.59225,-6.592692,-8.631928
XC483001,-269.32462,88.024124,-43.791073,10.613875,-26.561146,-2.6158972,-14.211033,-16.138086,-14.788984,-13.78943,-20.707077,-10.274412,-16.228432,-11.617764,-14.333357,-8.292672,-15.4707155,-5.6809483,-12.772602,-6.330362
XC418558,-379.86353,36.018646,-31.59272,11.891178,-4.7295237,20.132238,2.980219,12.343082,14.286388,10.077631,7.045076,8.63033,3.8364718,6.121481,1.0877545,3.268396,-1.9242802,1.470105,-4.0997233,0.3192943
XC450702,-427.48767,47.563866,-30.068571,32.679604,-43.15374,1.5984564,-11.001957,-22.448856,-18.713192,-15.704735,-14.570476,-12.920022,-10.832295,-1.0364348,-8.6425,-4.994844,-5.898374,-7.6643214,-2.8772645,-3.6535609
XC450704,-505.45157,49.851986,-33.54997,21.455969,-3.5291917,-8.751242,-32.25653,-27.313206,-19.719952,-16.0692,-15.433035,-13.364041,-8.639871,-4.367259,-2.0736198,-1.7559613,-4.024838,-4.4693875,-0.03742663,3.8783638
XC381720,-506.2596,35.872883,-64.237206,6.269985,-24.123869,-1.5761737,-1.8853978,-6.386192,-6.3811045,-18.033625,-12.120401,-10.0477,-8.544368,-4.6192713,-3.1545951,0.45932263,0.4622693,0.39831182,-0.94336015,-0.51411444
XC253057,-319.07785,113.00976,15.36216,-1.9753221,-13.08971,7.5129204,-11.6880865,2.5720456,-9.415576,-5.2941027,-8.32994,-6.047184,-5.1820335,0.8180828,-3.7311726,2.9089456,-4.957177,0.3528622,-4.1511836,1.2198762
XC103105,-546.6839,60.212753,33.16225,53.174137,2.5011525,30.41471,17.770899,11.549565,13.01798,12.042806,5.891515,11.753805,4.486152,8.449999,5.1690664,6.486721,3.2193835,7.7279186,1.8680041,7.398808
XC452122,-430.40952,39.77334,-15.837503,4.632545,-8.401454,3.5743637,-1.6553771,4.0448813,-4.4151855,0.39940578,-2.3439178,2.154851,-3.0354793,2.2134998,-3.0363019,2.3166945,-1.8219712,3.1352694,-1.6426914,2.5199928
XC459167,-452.7529,26.280872,-39.324368,6.524525,-0.89637274,5.543893,-6.060763,1.9199392,-2.5642598,3.4524589,-3.4898279,0.17388415,-3.9772916,1.7928058,-2.0211678,1.3653524,-3.0418918,2.0588603,-3.3488395,-0.119558714
XC451024,-375.98337,28.455122,-48.09477,11.9803705,-9.787114,5.9961605,-15.459909,4.775349,-3.7760553,0.75365245,-3.3156197,3.7872121,-3.7443612,4.2534995,-1.5622873,3.1272612,-2.5343862,1.5918803,-2.2508993,1.4257101
XC459188,-333.24463,44.183323,-55.19291,26.285042,-23.042234,12.607112,-6.941641,8.171991,-8.788959,2.2748482,-6.5258417,6.7442846,-4.1377244,3.2064598,-1.8199601,3.5204525,-2.620867,-1.2701879,-0.75277376,2.1475263
XC450998,-336.4637,58.103596,-23.148685,-10.408832,-8.21816,14.398735,-7.403081,5.633954,-10.522193,2.2348423,-2.400555,2.915636,-2.563447,0.6023592,-1.8928578,1.0070124,-2.9094822,3.5520055,-1.8458631,0.8099806
XC451010,-410.298,28.026947,-23.055489,6.2719607,-10.669583,13.693413,-13.557296,3.3654664,-0.9342359,3.9678116,-5.1537743,2.0906882,-3.582465,3.6729524,-1.9012263,0.26965034,-3.0359924,3.3838649,-1.615378,0.9568241
XC286828,-308.3174,146.47935,14.494688,-13.936958,-10.670341,13.57651,-2.3281379,18.59337,9.018886,11.475702,0.90434784,3.072873,-1.3214784,2.2701564,-0.17634834,5.018018,-0.43348712,3.065108,-2.3401241,1.644601
XC452111,-387.39026,39.90575,-47.954227,13.201069,-31.844725,10.826019,-8.849274,10.895534,-6.9139166,2.750457,-5.2359557,4.230471,-2.705755,1.8067591,-2.9188178,2.5674865,-1.8166684,0.17770046,-1.2756509,-0.53301716
XC297469,-485.1443,-83.64824,-122.77327,-24.877655,-40.824406,19.724226,-4.8290324,17.695047,-8.253924,5.28419,-4.873341,4.084264,-0.91591763,5.8327565,6.104354,0.5384275,-3.269159,-0.05231891,2.5764196,-0.40853867
XC452539,-427.51395,101.611336,-15.584049,-9.79548,-6.8503566,2.6457741,-5.108074,1.7582425,-0.48089245,3.081985,-1.1866841,1.5567755,-3.0983212,1.9502865,-3.023444,2.0592206,-2.81162,1.7079425,-4.7922907,2.403182
XC452121,-440.13556,52.70727,-7.0256352,-14.413539,-7.6078258,7.034963,-3.4853365,-4.6496744,-10.000551,5.2335787,-3.574023,-1.9536216,-2.45985,3.1127753,-4.391783,3.1251652,-3.2550626,0.8446214,-1.0063475,1.4929326
XC213718,-252.12975,82.51771,-4.779607,37.245438,-9.001111,12.834925,-5.740676,21.172634,-4.8915253,16.292395,5.7601995,11.956052,1.4687531,10.700768,1.9160813,3.808724,-0.7097004,2.359769,-6.235922,-0.21255282
XC129803,-558.54016,13.892252,-50.480946,-16.782612,-51.469242,-18.117565,-26.242453,-16.373686,-15.619481,-1.0020993,-2.301052,6.612951,9.858715,8.537054,8.63926,8.267029,4.6976075,3.6380572,-0.3353301,1.0592422
XC143795,-471.80237,33.228477,-88.09489,17.822601,-8.516539,15.686682,-10.164387,5.798674,-18.825905,2.9486194,-22.009857,-12.760048,-22.322786,-4.2791653,-16.333767,-5.1694736,-10.570679,-3.2834344,-10.896576,-5.872549
XC173279,-519.3253,-61.026352,-122.00094,-58.522324,-55.06725,5.134374,6.232475,20.261992,6.1608005,8.985206,0.7698868,4.9429665,-3.1398504,4.3176484,-2.5026438,1.9363679,-3.5223818,0.8241268,-3.7982996,2.4299738
XC39926,-402.58423,83.32903,-26.321629,14.895382,-26.381065,4.5323267,-6.116941,-7.075182,-0.6201883,-6.85879,-2.001553,-6.103042,0.06702434,-5.3791523,-2.333578,-2.4162197,-3.3525574,-0.48387876,-1.4553931,0.8564615
XC181129,-191.6818,92.04145,14.326173,46.170513,-22.764229,25.097612,-2.0434875,4.9427056,3.020847,3.9977224,-2.5643084,4.132986,-2.7544057,3.978559,-2.9488094,3.2997255,-1.601086,3.4161062,-2.051381,2.8680913
XC213717,-249.70177,57.785797,-14.825434,46.019814,-8.6469555,-0.76113,0.9607974,17.701569,-0.82406867,16.988962,3.1029727,11.577655,3.0774894,8.815507,4.0716867,5.895343,1.372827,2.499276,-4.127268,0.20311867
XC221122,-375.35623,22.310127,-67.4989,16.641293,-28.18758,27.94164,-10.68316,19.681751,-7.2560883,14.38888,-2.9386199,8.579518,-1.0799953,8.509111,1.6299452,4.7827783,1.903453,2.6927748,0.75229394,4.1388454
XC128237,-423.09955,-53.780956,-109.37616,-30.120022,-47.56408,-6.7428946,-1.0457681,20.880249,6.582968,11.911393,4.398992,9.709637,-2.5472379,-0.9933618,-2.3007665,6.749949,-2.1322584,-0.23066787,-1.8765525,2.575586
XC212700,-258.00458,77.44656,-15.124724,16.613543,-18.503546,1.3184605,-20.33893,4.6699953,-12.533668,-5.9750156,-14.389438,-1.3762422,-8.617546,-0.2794243,-1.8025945,-0.7904786,-7.0519013,-0.89874697,-4.815655,1.5464569
XC386079,-355.61078,154.20644,22.349857,45.29209,-17.704481,7.4839563,-14.933996,9.185174,-4.423407,-3.8409414,-10.140791,1.1366673,1.722214,7.420162,6.1566024,4.586306,2.7814534,3.9571574,5.005797,4.321667
XC452110,-332.14417,76.67888,-38.55448,9.2270155,-1.0075577,7.003855,8.692712,-0.1891241,-8.219728,1.6025743,-0.6247689,2.5639434,-5.6182556,5.2682085,2.115345,1.6530675,-6.2880154,4.5256343,-2.9008858,-2.1424844
XC452109,-372.58118,41.222404,-47.025597,24.942987,-31.152279,14.520756,-7.373105,6.1163135,-7.862031,2.3957725,-3.6691823,4.180062,-4.5546327,2.7171664,-1.6258179,3.15542,-0.72074157,-0.23559289,-2.3923795,2.2608104
XC235949,-358.72977,42.51988,32.31615,31.691614,-11.131717,21.235085,9.552161,26.25846,17.448385,20.890688,13.136407,14.955328,9.383472,9.473972,4.505006,6.008459,7.1245246,2.7667005,3.8326454,5.3302836
XC188846,-250.04126,45.35808,-34.73333,25.399239,-24.561363,2.935209,-25.107914,1.0307145,-21.733246,-8.220332,-12.9765,-0.66951305,-8.48504,-0.9492823,-0.20564659,1.5418022,-4.854037,-0.3758221,-1.7868785,0.7138867
XC221121,-416.54504,8.830707,-61.329727,12.644317,-10.988219,27.891592,-12.649479,15.919262,-2.3665717,20.287893,-0.74396604,12.612359,0.7532876,11.798408,1.740606,10.435461,3.3109033,7.888761,1.7755336,6.583744
XC357656,-414.98395,88.012184,0.3775315,31.708105,-13.808083,9.744247,-10.702457,6.050296,-11.457117,-8.968944,-18.576385,-14.385403,-17.860842,-6.5421767,-17.19386,-9.559341,-9.952341,-8.436776,-10.315935,-7.6028156
XC181128,-199.65448,116.86203,19.441044,21.066923,-18.123713,21.172667,1.6238843,3.943349,5.4309387,2.5624769,-2.694073,4.7825027,-2.688913,4.513607,-3.6224155,1.6920377,-2.90266,0.39135474,-3.4158273,-0.0728209
XC408577,-342.06836,29.350117,-47.536884,-10.1718025,-41.448387,-8.215258,-19.199295,5.9014864,-18.222101,-1.1427863,-12.186448,0.77820295,-12.902618,0.71124023,-9.651524,0.7952896,-7.4687834,-2.1534169,-8.996705,-0.72440964
XC240244,-350.5054,115.37974,-32.534138,-11.635316,-38.09557,-12.142882,-4.4267173,-23.968733,-8.861618,5.2396936,-26.231567,8.456929,-4.918454,-10.710578,1.7613533,-0.50028485,-11.397108,6.756744,-5.291264,-1.5631285
XC240242,-346.1209,116.47239,-18.651115,-0.11563948,-35.351814,-1.5689404,-0.8950698,-24.208395,-3.7737167,15.23832,-23.76889,3.8065462,1.0574297,-4.841762,2.3691225,3.7033474,-9.456971,5.56694,0.6292695,-2.6432195
XC240241,-382.0154,119.33115,-0.5436098,-1.5060228,-52.665783,-20.063091,5.107924,-19.171534,-14.107637,8.442726,-26.437283,-1.1113094,4.766265,-12.929362,-0.29416093,9.046141,-12.986403,1.1833503,1.1754328,-8.82192
XC240240,-319.88144,152.84695,-27.70485,-5.8479185,-35.179436,-2.8337505,6.7986345,-20.694487,-6.0471387,8.025338,-26.922165,7.1595564,-4.263896,-10.954645,5.512805,0.012938431,-9.414904,7.761757,-6.53141,-2.3390257
XC4977,-360.84503,92.69844,-27.396252,38.767056,-68.28718,26.26336,-29.998938,0.886976,-11.115223,2.4030209,-5.4894795,-8.173788,13.489796,-15.425122,9.248122,-7.1203375,3.6794994,-4.8219666,5.540537,0.15483648
XC350688,-566.1267,-120.218185,-74.5176,1.0828198,-3.776356,19.38322,4.3226876,9.72733,-3.2014763,-2.2950292,-11.158903,8.199199,2.3257544,-0.45282272,-2.91751,-0.5137119,-7.496391,7.702362,3.0092697,2.476378
XC221617,-560.6755,38.77797,7.1255956,18.459133,1.3767074,11.015975,1.8202127,-0.34845272,-0.3209977,4.149794,-3.0867317,-0.6871758,-3.0893643,2.8209178,-2.9199252,3.5325553,-2.1304533,1.3642831,-0.1322897,3.0155187
XC475267,-346.88406,17.682888,-17.14033,19.196285,0.98662823,12.589438,10.302883,11.568358,4.7454023,7.0531425,3.07049,5.7521777,-0.22144133,1.3721335,-2.4803739,-1.6330196,-3.986841,0.5222655,-7.524292,-0.45983025
XC16653,-326.05768,73.96853,-0.8154595,26.34647,-11.050101,0.3071139,3.5187461,3.1634834,-1.0126553,7.3122444,1.1422157,2.880036,2.7856526,3.5155442,-1.967904,4.968052,-2.7476718,3.5889907,-2.4628458,3.42451
XC390195,-315.40588,89.16361,-36.089375,12.246562,-31.189747,3.5300248,-10.247861,-8.534077,-6.7029643,-5.104312,-14.467175,-2.187631,-13.701567,-7.151055,-8.518827,-6.186503,-9.7137165,-0.4747105,-9.886684,-4.4506917
XC333523,-511.62692,34.23644,-22.594522,13.723113,1.2510611,19.575676,11.631745,7.4676456,2.866502,8.16318,1.906279,5.2129755,2.4273477,4.044895,3.2957604,2.7480338,-1.765919,6.148444,-1.1208868,4.5623364
XC448732,-473.76364,27.562828,-19.243227,8.020346,-7.5992723,3.5469599,-1.4352739,-5.336344,0.33599114,4.3029985,-7.3389587,4.759976,-2.877035,0.8687783,2.292543,0.4064538,-1.1666356,1.8833835,-1.9001468,2.887869
XC451031,-372.93332,28.518742,8.147635,1.1399158,-6.3270626,4.306008,-1.7826831,-2.4932837,-3.1070976,1.8470235,-1.8103229,3.2958949,-0.6326169,1.1257304,-3.9118917,2.6062253,-3.3259752,3.1877518,-2.196505,1.8215945
XC14439,-603.11566,-10.850606,-28.62507,0.56538904,-3.5406263,18.730206,8.73895,13.532164,11.34108,16.051237,9.510944,14.393194,9.3676,10.633471,6.2911205,11.72124,5.7287107,10.876399,3.684914,7.435041
XC195620,-413.37482,18.654715,-15.785189,22.955791,-24.550446,-1.2907721,-11.045801,-9.783325,-11.084317,-6.7336655,-15.711967,-4.716997,-6.076139,-1.9243507,-3.1790223,-0.48188585,-2.2905953,2.0850682,-2.597413,3.9157655
XC227278,-468.94965,1.4557143,7.34625,46.457123,-4.077972,36.804256,5.572345,25.138292,4.284911,23.544062,1.566491,18.050314,5.5278735,12.428566,6.146559,11.173638,3.6566546,7.9194403,4.559585,6.077395
XC292277,-283.6406,-180.42906,-119.07078,17.519903,24.6996,25.77001,8.079612,-5.015152,-11.50013,-4.41255,-4.1681657,5.6696496,1.7524226,6.1039686,-5.370884,2.926108,-4.0750604,2.5040236,-5.277888,5.3168955
XC224195,-485.002,-6.693731,-51.35288,11.609221,-6.061027,-1.9444917,-13.908096,-1.9244986,-6.5204735,-3.463724,-7.3866687,-0.26434058,-3.7347429,1.462071,-6.797692,-0.19829008,-3.8940368,2.049673,-3.5279233,0.27126157
XC146190,-475.8019,34.28235,-23.952448,3.1146104,-26.108307,-14.648868,-10.756266,-25.318165,-18.895824,-7.239569,-24.27078,-10.407023,-9.308381,-11.455324,-3.6192966,2.6107216,-5.7423763,-0.56815046,-1.1454319,3.1041317
XC350704,-513.07574,-50.586872,-74.2881,0.864748,-31.097305,-7.044924,1.6319504,3.8487732,-7.2984514,11.264969,0.1411176,1.7731686,-0.38842338,5.0976534,-4.948258,7.7367578,-1.0475725,1.7333263,2.065662,0.14654745
XC227276,-467.30856,-55.977016,-43.583042,41.5953,-16.074791,23.036182,4.8357415,19.938744,1.501904,23.586576,1.6707497,15.637016,5.6350513,11.591707,7.1144347,9.70595,4.9592257,8.7261305,3.1534114,4.7036357
XC224194,-462.50708,1.6830738,-58.57764,-9.603364,-8.623925,-15.686255,-27.712479,-11.224406,-8.06463,-7.2230825,-13.030844,-6.319445,-7.8591247,-2.9164584,-8.874808,-0.49313068,-4.898068,2.2264054,-4.7945967,-1.4573705
XC368917,-268.09488,-7.4059925,-9.156986,30.869396,-3.3696663,21.14716,12.594782,12.750991,8.978417,17.994951,3.1785715,12.645759,7.8541718,8.441239,4.6306458,10.293502,-0.8408352,10.88114,-0.7442542,7.6179643
XC195619,-421.42593,36.473385,-4.189814,12.782208,-16.203665,3.2656686,-8.853813,-4.9672337,-7.5866027,-5.961852,-13.252538,-3.4109955,-7.6586866,0.55417913,-2.9710782,-1.3403529,-3.4568675,0.68243563,-4.042472,2.7371914
XC350692,-553.4446,-88.68353,-57.337257,-10.656864,-29.121098,-2.5634425,-6.958037,-2.520668,-3.8392127,4.5850754,-4.0991054,4.894277,1.7663624,3.8621569,-0.658042,7.5845356,-3.5799673,3.076141,-0.83863586,0.71112674
XC221619,-555.63495,17.201258,-20.24464,-6.3259244,-2.332208,5.7020073,-3.785561,0.06460025,-0.4856103,5.6378593,-3.5419536,-0.75876284,-4.0081973,1.396314,-3.0435596,1.294911,-5.0511684,1.0002067,-2.1193562,1.7716236
XC350730,-510.56433,26.18896,-44.677185,-5.648644,-31.779654,-14.942569,-15.468266,-4.777348,-12.352943,-8.927341,-11.268692,-1.8347744,-10.47231,-4.0916286,-5.909168,1.2333896,-3.2385085,1.801825,-3.129212,1.3037962
XC227275,-438.47614,-45.044247,-61.704292,37.478798,-10.670457,29.928547,-5.6718664,11.576468,0.24421664,26.793388,-2.96348,16.335072,5.9329977,13.664494,4.6810417,9.719117,3.6322649,10.059227,6.178977,6.1051073
XC375742,-271.99268,99.40761,-14.792092,4.5717096,-7.846234,2.8402243,9.392306,9.262463,-2.0158763,8.759166,-4.852085,5.735124,1.2302198,3.3246696,0.96582913,4.375418,-8.165283,5.313945,-6.499989,4.416357
XC292278,-270.97083,-118.33497,-145.61272,-17.31368,-1.611634,13.06444,10.2681055,11.509941,4.8006997,4.9505424,-2.4634452,2.3567348,-5.280003,-2.72681,-8.349261,2.222948,-1.0424882,5.2790976,-2.2359118,6.706477
XC354698,-224.21808,41.42497,-57.91589,-9.548555,-33.53834,-23.031944,-32.302803,-19.792965,-20.83767,-15.554301,-20.335892,-9.858332,-14.098263,-6.0016336,-12.809054,-6.848697,-13.157097,-3.0692248,-8.776866,-3.807203
XC354696,-213.93549,56.933563,-27.394493,-33.94166,-33.052135,-26.705133,-34.45907,-24.073128,-24.584475,-16.927639,-22.435001,-13.112106,-18.05358,-10.941675,-16.20604,-8.714958,-11.555653,-6.2028465,-12.381313,-4.96356
XC103042,-467.7784,109.60426,21.202112,22.01742,2.7846615,14.070254,7.157329,-0.1422705,-1.24853,9.528946,9.216912,5.964474,3.2727466,8.029322,6.764152,9.424744,3.5174417,7.7302837,3.3362777,10.713628
XC153637,-562.9911,50.79258,-19.387726,-27.847002,4.693014,9.335389,-4.2895555,0.2625739,11.120188,16.219666,4.86996,3.8861322,3.5203145,8.904105,4.4251304,6.609504,3.736341,7.184154,4.038959,5.6528935
XC170076,-437.6275,78.96267,-9.36344,-0.9230303,7.3553605,3.1974916,-17.11778,-7.376404,3.6171844,5.990902,-14.850397,-7.6495705,-4.6539044,2.6875122,-2.0553386,-0.8270677,-8.93145,2.8724906,-0.81138086,0.14462759
XC408772,-370.5367,51.159187,-43.81634,-24.360374,-7.938547,0.14729406,-17.045176,-3.9101255,-12.092633,-1.0589958,-4.596803,-2.774487,-2.8549047,3.3378236,-0.33288312,3.9710376,3.0591855,5.6063027,-2.7904296,1.43329
XC304867,-518.8101,104.50147,17.565735,38.173107,23.394156,25.673702,12.869053,16.706734,9.358781,10.079727,3.9845471,6.159858,1.2553395,2.954518,-0.9145508,1.6251583,-1.1812735,0.43331027,-2.4014993,0.3428295
XC313537,-475.43723,54.93444,-8.278414,10.949606,-11.064041,-1.843139,-3.3286865,-3.600634,-13.924603,-3.0331557,-8.581366,-4.5479507,-11.21488,-3.504524,-2.6399248,3.699371,-4.461843,0.95333666,-4.1552186,3.7270732
XC422420,-305.53635,-2.1901226,-14.052287,-15.373228,-12.306282,-9.773358,-8.924629,-2.0536706,-10.607028,5.4684825,-8.10479,5.835108,-7.1879005,4.1103134,-5.2977285,3.8948116,-4.6665087,2.8145382,-5.3490233,2.2807937
XC170077,-440.38663,71.761284,0.5049587,16.38686,-3.2083042,-6.3622503,-10.079319,-12.983335,-12.82381,0.91795135,-11.367044,-6.0713267,-6.723793,-0.8301192,-2.9027011,2.6839197,-8.047267,-1.8578824,-4.3535714,1.945454
XC83071,-481.24292,72.38021,-50.93357,7.06832,-31.5045,-6.115788,-3.1240454,-9.180647,-1.1765077,0.68837273,0.8980494,-3.5800653,2.03217,-1.5501444,0.637732,-0.40758696,-0.5194293,-0.19025725,1.6292013,2.763401
XC241022,-440.11053,56.412994,5.500652,9.3614,-1.7609384,12.243352,-0.7262681,6.3222203,-9.044156,3.930373,-0.24945581,-5.926885,-7.0935955,0.2612851,-5.2487254,-0.3000618,-7.756426,-4.1086392,-4.9286532,4.0518236
XC304533,-450.51337,73.03841,17.898918,19.837803,21.154457,22.714396,18.117002,12.711227,9.803158,11.363469,9.15499,10.144785,3.3664417,8.66532,4.305292,5.3537583,1.8979398,3.201519,1.5490357,3.2883804
